"full_address","neighborhoods_analysis_boundaries","permit_type_definition","description","existing_use","proposed_use","permit_creation_date","location.latitude","location.longitude"
"328 Hanover St 94112","Excelsior","additions alterations or repairs","to legalize family room bed rm., storage rm.","1 family dwelling","1 family dwelling",1992-08-05,"37.70928258900364","-122.44348458324636"
"2414 30th Av 94116","Sunset/Parkside","otc alterations permit","remove/relocate (e) kitchen, bathrm, add one new bathrm & rewire lighting at second fl. legalize (e) bathrm & (n) bedrm, all work at ground fl.","1 family dwelling","1 family dwelling",2010-05-11,"37.742192762069024","-122.4871900499499"
"59 Genebern Wy 94112","Bernal Heights","additions alterations or repairs","remove kitchen #2 on grnd flr. legalize grnd flr.","1 family dwelling","1 family dwelling",1992-08-11,"37.733851717049845","-122.42467915913122"
"1519 Innes Av 94124","Bayview Hunters Point","additions alterations or repairs","legalize ground floor-comply w/notice of violation","1 family dwelling","1 family dwelling",1992-08-12,"37.73838789606012","-122.38755007250177"
"227 Kingston St 94110","Bernal Heights","otc alterations permit","to abate nov#200684034. legalize furnace & water heater installation. to abate: toilet float repair. roof area drainage connection to drain, furnace, water heater installation. dishwaher air gap fittings installation. upsize kitchen waste pipe. connect drain inside front door. correct connection to","1 family dwelling","1 family dwelling",2007-06-20,"37.74123476443944","-122.42054157319163"
"850 Huron Av 94112","Outer Mission","otc alterations permit","legalize ground floor to storage room per plan and 1/2 bathroom (25 s.f.). to comply with complaint no.200700205. no electrical and plumbing work.","1 family dwelling","1 family dwelling",2007-06-20,"37.71074202818679","-122.45158844780511"
"4015 Mission St 94112","Bernal Heights","otc alterations permit","legalize (e) partition wall in family room to turn into a game room & study room","1 family dwelling","1 family dwelling",2010-10-20,"37.733214455024324","-122.42644886810832"
"439 Justin Dr 94110","Bernal Heights","otc alterations permit","remove illegal rooms in-law on first floor, construct 1 storage room, one 1/2 bathroom and laundry faciclities, bedroom and entertainment room.","1 family dwelling","1 family dwelling",2007-06-21,"37.731949731903825","-122.42424481589849"
"447 17th Av 94121","Outer Richmond","otc alterations permit","to comply with nov# 200679730. this application is to legalize an already (e) storage room. reoom was constructed underneath (e) permitted sunroom. foundation corner posts & ceiling were already there. construction required to close in walls.","1 family dwelling","1 family dwelling",2007-01-02,"37.77950712193683","-122.4764256256765"
"718 Brazil Av 94112","Excelsior","additions alterations or repairs","legalize unit/replace new garage door, add 2nd unit","1 family dwelling","1 family dwelling",1992-08-14,"37.72166404662791","-122.4290047327303"
"120 Broad St 94112","Oceanview/Merced/Ingleside","additions alterations or repairs","remove illegal unit-remove kitchen & repl some windows.","2 family dwelling","1 family dwelling",1992-08-17,"37.713470338544724","-122.45685870504599"
"2067 Carroll Av 94124","Bayview Hunters Point","otc alterations permit","remove illegal kitchen at ground floor, convert back to original (laundry area)","1 family dwelling","1 family dwelling",2012-10-29,"37.72971518199278","-122.40226025800025"
"1192 Naples St 94112","Excelsior","additions alterations or repairs","remove illegal stove in social room downstairs-1st flr.","1 family dwelling","1 family dwelling",1992-08-20,"37.7122447675372","-122.43790757135058"
"791 Madrid St 94112","Excelsior","additions alterations or repairs","legalize exist family & study rms. convert guest rm to stora","1 family dwelling","1 family dwelling",1992-08-20,"37.716990335035696","-122.43596059060495"
"420 Mangels Av 94127","West of Twin Peaks","otc alterations permit","legalize deck less than 3ft, firewalls, stairs for deck and awning. comply with nov 201036056, 201071568","1 family dwelling","1 family dwelling",2010-10-22,"37.73330844536745","-122.44717284161251"
"174 Edinburg St 94112","Excelsior","otc alterations permit","comply with complaint# 201044502. legalize laundry, storage, bathroom, two bedrooms at 1st floor. add bathroom and entertainment room at basement floor.","1 family dwelling","1 family dwelling",2010-05-11,"37.726415156012855","-122.42843544510022"
"536 30th St 94131","Noe Valley","otc alterations permit","remove illegal kitchen from garage level. convert back to legal use as laundry","1 family dwelling","1 family dwelling",2007-06-27,"37.74202266718416","-122.4318605342244"
"840 Mansell St 94134","Portola","otc alterations permit","legalize bathroom on 1st floor, relocate water heater and furnace, repair existing floor in garage.","1 family dwelling","1 family dwelling",2009-11-06,"37.71964147773037","-122.40962889119247"
"25 Greenwood Av 94112","West of Twin Peaks","otc alterations permit","remove illegal kitchen @ garage level. convert to office & family rooms","1 family dwelling","1 family dwelling",2007-06-27,"37.72859147731791","-122.45443580950155"
"800 Quintara St 94116","Inner Sunset","otc alterations permit","legalize extg bathroom and convert extg storage room into study room. all work at ground floor.","1 family dwelling","1 family dwelling",2010-10-25,"37.748882167580554","-122.47426736429144"
"625 Capitol Av 94112","Oceanview/Merced/Ingleside","otc alterations permit","comply with notice #200703963 item one of two for kitchen remodel of extg kchn including upper lower cabinets with approx. 18 ft of granite countertop and back splash. second item of illegal dwelling unit to be consolidated with permti process with rear yard addition under seperate application","1 family dwelling","1 family dwelling",2007-06-28,"37.71614478384252","-122.45938885895552"
"1303 Bacon St 94134","Portola","additions alterations or repairs","1)legalize extg 14'-10"" side driveway in lieu of standard 10' wide. 2)see attached plan. 3)comply with the violation.","1 family dwelling","1 family dwelling",2009-05-11,"37.72437213354227","-122.41560517604029"
"306 Flood Av 94112","West of Twin Peaks","otc alterations permit","in compliance of complaint #201072814: legalize 2 existing bedrooms, 1 bathroom, 1 stroage room & add 1 new bathroom at ground floor. enclose new laundery room beneath (e) sunroomat ground floor.","1 family dwelling","1 family dwelling",2010-10-25,"37.73008666932364","-122.4468044130937"
"1183 Palou Av 94124","Bayview Hunters Point","otc alterations permit","termite repair after report 14232, items 3a, 3b,9a. legalize family room and add 1 bathroom in ground floor.  replace rear stairs in kind same footprint","1 family dwelling","1 family dwelling",2007-07-02,"37.72934585709867","-122.3832763126618"
"140 Kingston St 94110","Bernal Heights","otc alterations permit","to comply w/nov #200921161: remove illegal built kitchen & shower in ground floor, legalize (e) bathroom at ground floor, repair water seepage from (e) foundation to interior walls at ne corner & ne corner.","1 family dwelling","1 family dwelling",2009-11-06,"37.741353799112844","-122.42178273417639"
"370 Magellan Av 94116","West of Twin Peaks","otc alterations permit","(2nd flr) kitchen: remove existing cabients and replace with new.remove non bearing walls to expand/open up kitchen. install new lighting. bathroom: remove and replace bath fix, relocate vanity and toilet. mstr bath: add shower pan, toilet, vanity in existing laundry room. 1st floor: legalize ex","1 family dwelling","1 family dwelling",2007-05-03,"37.74507968255197","-122.46377993634744"
"850 Presidio Av 94115","Presidio Heights","additions alterations or repairs","to legalize from 1 unit to 2 units","1 family dwelling","2 family dwelling",2007-07-05,"37.78377311531476","-122.44577539171574"
"3075 26th Av 94132","Sunset/Parkside","otc alterations permit","refer to pa# 200707548 to legalize window replacement work performed in 1998. 15 windows and 1 slider. replaced with vinyl","1 family dwelling","1 family dwelling",2007-07-05,"37.73143872762882","-122.482072090955"
"68 Rosewood Dr 94127","West of Twin Peaks","otc alterations permit","convert crawl space into habitable space. add windows 3 (n) windows  visible from street. legalize (e) fam rm and bathrm, remodel upper level bathrm","1 family dwelling","1 family dwelling",2010-10-27,"37.73354402856354","-122.46036365574032"
"210 Tingley St 94112","Outer Mission","otc alterations permit","comply with notice of violation 200705685(5/30/07). remove illegal kitchen and bath from front of building.  restore garage.","1 family dwelling","1 family dwelling",2007-07-06,"37.73016348661592","-122.43471022376255"
"363 Lakeshore Dr 94132","Sunset/Parkside","additions alterations or repairs","legalize (e) fam room & abthrm on lower lvl add 2'x4' skylte","1 family dwelling","1 family dwelling",1992-09-03,"37.73278489105639","-122.49708344884279"
"442 Brazil Av 94112","Excelsior","otc alterations permit","correct nov h9403777 to remove illegal 2nd unit @ garage level. remove kitchen stove and cabinets.","1 family dwelling","1 family dwelling",2007-07-09,"37.72274051644478","-122.43125971232953"
"1047 Monterey Bl 94127","West of Twin Peaks","additions alterations or repairs","legalize exist work-bath, kitch, stairs, washrm, garage dr++","1 family dwelling","1 family dwelling",1992-09-03,"37.73037144661463","-122.460148284454"
"182 Gaven St 94134","Portola","additions alterations or repairs","legalize exist guest rm, study rm & half bath-rear of garage","1 family dwelling","1 family dwelling",1992-09-04,"37.733329949091384","-122.40941210546912"
"80 Farallones St 94112","Oceanview/Merced/Ingleside","otc alterations permit","voluntary removal of illegal kitchen and bath room from rear ground floor. cap off all uitlity lines including lumbing an electrical.","1 family dwelling","1 family dwelling",2009-11-09,"37.71433664567825","-122.45522273648996"
"1075 Fell St 94117","Hayes Valley","otc alterations permit","to comply with pysical inspection report # cc 5753 items 6 and 7 for 1075 (upper unit) only to legalize (e) side stairs","1 family dwelling","1 family dwelling",2010-10-28,"37.774121818694205","-122.43543955814836"
"1075 Fell St 94117","Hayes Valley","otc alterations permit","to comply with pysical inspection report # cc 5753 items 6 and 7 for 1075 (upper unit) only to legalize (e) side stairs","1 family dwelling","1 family dwelling",2010-10-28,"37.774121818694205","-122.43543955814836"
"65 Capp St 94103","Mission","additions alterations or repairs","legalize as live work occupancy, no work done/reference only","1 family dwelling","office",1987-08-17,"37.76578260628228","-122.41840865224623"
"45 Regent St 94112","Outer Mission","otc alterations permit","to comply with nov#200701970 legalized of wood deck build without permit. demoilition of walls & partitions @ 1/f to legalized storage room. legalized bathrooms at 1/f, follow city recomendation & directions.","1 family dwelling","1 family dwelling",2007-07-12,"37.7093882011566","-122.45649110795911"
"26 Seville St 94112","Excelsior","otc alterations permit","legalize rooms at groundfloor level. to comply w/ n.o.v. #200683017. remove bathroom, kitchen & bedroom, dining room on groundfloor.","1 family dwelling","1 family dwelling",2007-01-04,"37.71225172984296","-122.4347135496256"
"20 Villa Tr 94114","Inner Sunset","otc alterations permit","removal of illegal fixture from previous owner. to convert back to legal storage.","1 family dwelling","1 family dwelling",2007-07-16,"37.759391419929564","-122.44701042937044"
"2190 26th Av 94116","Sunset/Parkside","otc alterations permit","to legalize existing family room and bathroom, and add a guest room in 1st floor.  remodel existing bath & kitchen in 2nd floor.  replace all existing windows","1 family dwelling","1 family dwelling",2007-07-16,"37.74667732802896","-122.48318205016231"
"261 Teresita Bl 94127","West of Twin Peaks","otc alterations permit","legalize 2-bedrooms, 1-family room, 1 bathroom at ground floor, no structure work.","1 family dwelling","1 family dwelling",2007-07-16,"37.74221709932911","-122.45037361676901"
"1479 24th Av 94122","Sunset/Parkside","otc alterations permit","legalize (e) room in groundfloor - built two bath, two bedroom at groundfloor","1 family dwelling","1 family dwelling",2005-07-26,"37.76000407177331","-122.48257904112448"
"2619 43rd Av 94116","Sunset/Parkside","otc alterations permit","add new bathroom & closet space (to adjoin (e) lower bedroom) to (e) interior area of garage. legalize (e) habitable space on garage level","1 family dwelling","1 family dwelling",2011-03-11,"37.737758687875484","-122.50144186198786"
"1132 Persia Av 94112","Excelsior","otc alterations permit","removel illegal kitchen countertops & sink from garage","1 family dwelling","1 family dwelling",2009-05-12,"37.71851000087469","-122.42682176160038"
"674 35th Av 94121","Outer Richmond","additions alterations or repairs","legalize habitable area at 1st flr per violation dtd 7-28-92","1 family dwelling","1 family dwelling",1992-09-21,"37.77631146288414","-122.49488182896647"
"581 Chenery St 94131","Glen Park","additions alterations or repairs","comply with his nov 201032432, dated 2/12/2010. remove all cabs, sink & range from 1st floor (illegal) kitchen & convert to ""hobby"" space. as required by title 24 energy compliance documentation: replace wh. comply with nov# 201032432 horizontal addition.","1 family dwelling","1 family dwelling",2010-08-10,"37.73450334924652","-122.43139433598085"
"559 Fell St 94102","Hayes Valley","additions alterations or repairs","legalize basement unit by adding apt to basement. add shower and kitchen.","1 family dwelling","2 family dwelling",2007-01-04,"37.77515782054806","-122.42695537836877"
"484 Leland Av 94134","Visitacion Valley","otc alterations permit","to respond complaint #201033265 dated may 18,2010. 1) on ground floor: reduce illegal full bathroom to new half bathroom. remove shower pan. 2) on 1st floor:convert illegal kitchen to new laundry use,(remove stove, cabinet, sink to source) and legalize extg kitchen plumbing and electrical.","1 family dwelling","1 family dwelling",2010-08-12,"37.71442263815991","-122.4133914398187"
"28 Norton St 94112","Outer Mission","additions alterations or repairs","comply with nov 200799997. remove illegal unit. legalize 9x8 horizontal additon per plans. legalize bathroom next to unapproved addition.","1 family dwelling","1 family dwelling",2007-07-20,"37.725052085554424","-122.43534078222635"
"2151 46th Av 94116","Sunset/Parkside","otc alterations permit","comply to nov # 200799038. remove rear addition per plan. legalize (e) bed rm, bath rm, and hall at ground floor per plan. 1/2 bath on g/f.","1 family dwelling","1 family dwelling",2007-07-20,"37.746387580319734","-122.50527681095146"
"2083 23rd Av 94116","Sunset/Parkside","additions alterations or repairs","propose alteration to (e) g/f legalize play rm & bathrm @g/f","1 family dwelling","1 family dwelling",1992-09-22,"37.74879430481087","-122.48065669938157"
"1746 41st Av 94122","Sunset/Parkside","otc alterations permit","legalize (e) family rm, bedroom & bathroom  at ground floor. remodel (e) kitchen, bathroom & re-wire elect lighting at second floor.","1 family dwelling","1 family dwelling",2010-08-23,"37.75418509694967","-122.49978448300801"
"1456 Fulton St 94117","Western Addition","additions alterations or repairs","remove illegal unit back to last legal use","1 family dwelling","1 family dwelling",1992-09-23,"37.77681398944928","-122.4407883070735"
"475 Edinburg St 94112","Excelsior","otc alterations permit","legalize 2 bedrooms, and full bath at gr floor. comply with complaints# 2010062206 showing existing house condition and layout per plan. ref 201004079808, 201003299166, 201001124623, 200912283904.","1 family dwelling","1 family dwelling",2010-08-27,"37.72145190928653","-122.43149979903706"
"651 Silver Av 94134","Excelsior","additions alterations or repairs","renew 9018999-remove illegal kitchen on basement floor","1 family dwelling","1 family dwelling",1992-09-24,"37.728975836514145","-122.42268695984319"
"755 Edinburg St 94112","Excelsior","otc alterations permit","to comply w/nov no. 199813126- see attached sheet, legalize rooms down","1 family dwelling","1 family dwelling",2006-03-01,"37.717139430230944","-122.43475893063443"
"134 Elmira St 94124","Bayview Hunters Point","additions alterations or repairs","horizontal extend one story with tweleve feet at rear yard including one bedroom & one laundry. legalize one bedroom, one storage, a full bath on ground floor per paln. comply w/nov 2000708817","1 family dwelling","1 family dwelling",2007-07-24,"37.73566433279165","-122.40397411399964"
"125 Louisburg St 94112","Oceanview/Merced/Ingleside","additions alterations or repairs","legalize & construct bedrms & family room at rear of garage","1 family dwelling","1 family dwelling",1992-09-25,"37.7212640863202","-122.4492894983752"
"2232 18th Av 94116","West of Twin Peaks","additions alterations or repairs","legalize addition in the rear building and new deck and stair. site permit only","1 family dwelling","1 family dwelling",2007-07-25,"37.74618945031716","-122.47451001441185"
"2846 35th Av 94116","Sunset/Parkside","otc alterations permit","legalize lower exist structures-were there when hse purchs'd","1 family dwelling","1 family dwelling",1992-09-29,"37.73455350300935","-122.49196524227553"
"1310 Bowdoin St 94134","McLaren Park","otc alterations permit","remove illegal bedroom in garage area and restore garage space per nov 200707990","1 family dwelling","1 family dwelling",2007-07-26,"37.71940503925613","-122.40808252238824"
"307 Steiner St 94117","Haight Ashbury","additions alterations or repairs","remove illegal unit - pcd complaint #11145","2 family dwelling","1 family dwelling",1985-07-25,"37.77222070358764","-122.43246948491056"
"2320 Bryant St 94110","Mission","otc alterations permit","legalize existing bathroom at the second story (attic).","1 family dwelling","1 family dwelling",2007-07-26,"37.75687802305521","-122.4098382298529"
"105 Alpine Tr 94117","Castro/Upper Market","otc alterations permit","legalize ""habitable space"" at 1st floor and provide full bathroom. remodel kitchen. fill in 2 lightwells at 3rd floor. add new bathrooms. add steel beam at garage. remodel 3rd floor bathroom. new vanity at 2nd floor.","1 family dwelling","1 family dwelling",2007-01-05,"37.7688781735904","-122.43728491404069"
"130 Ledyard St 94124","Bayview Hunters Point","additions alterations or repairs","comply with nov 200671276, legalize deck at rear approx 25'x10'.","1 family dwelling","1 family dwelling",2006-08-29,"37.732124153839415","-122.40109617074842"
"2613 Sutter St 94115","Presidio Heights","otc alterations permit","legalize habitable space & remodel 1/f. remodel 2/f including new kitchen, replace (e) brick footings with conc. no exterior work or window replacement at front of rear building.","1 family dwelling","1 family dwelling",2007-07-27,"37.78446244568262","-122.4437989033445"
"2478 46th Av 94116","Sunset/Parkside","otc alterations permit","add 1 bedroom, 1 study room. 2 full bathroom. 1 laundry & storage on (e) ground floor. and also legalize (e) ground floor family room per plan.","1 family dwelling","1 family dwelling",2007-07-30,"37.740339258128415","-122.50419111784935"
"543 Vienna St 94112","Excelsior","additions alterations or repairs","legalize bathrm, convert room addition to parking garage","1 family dwelling","1 family dwelling",1987-06-11,"37.719660146173766","-122.43067798872738"
"2451 44th Av 94116","Sunset/Parkside","otc alterations permit","comply with nov 200876153, 200885242, remove illegal kitchen at ground floor, legalize bathroom, family room, and laundry at ground floor","1 family dwelling","1 family dwelling",2009-05-04,"37.7408896586159","-122.50273845850242"
"237 Bocana St 94110","Bernal Heights","otc alterations permit","replace (e) brick footing with new concrete footing. interior work only, no exterior work. legalize (e) bedroom, bathroom & living room on garage level","1 family dwelling","1 family dwelling",2009-10-29,"37.739887716524635","-122.41793909657022"
"1868 Buchanan St 94115","Pacific Heights","otc alterations permit","legalize exist property line fence at southeastern corner of property to comply with nov 200793329 dated 2/21/07. height of fence shall not exceed 10 feet measure from existing grade.","1 family dwelling","1 family dwelling",2007-08-01,"37.787346556156486","-122.42987111354633"
"1044 Prague St 94112","Excelsior","otc alterations permit","ground floor improvement. to comply with nov 201068466; legalize as-built family room, study and bath; add new bedroom and full bath. add sleepers in bedrooms and hallway","1 family dwelling","1 family dwelling",2010-09-29,"37.71036052446718","-122.43758994300411"
"80 Danton St 94112","Outer Mission","otc alterations permit","legalize existing wood deck and stairs at the rear of two-story single family dwelling. 12x6","1 family dwelling","1 family dwelling",2007-08-07,"37.73107951207588","-122.43262574102111"
"265 Gambier St 94134","Excelsior","additions alterations or repairs","legalize 2-bedrooms & storage at basement and 1-bedroom at 1st. floor to respond to complaint #201025347.","1 family dwelling","1 family dwelling",2010-11-05,"37.72610160144136","-122.4212140520805"
"969 Hollister Av 94124","Bayview Hunters Point","additions alterations or repairs","legalize lower unit remove kitchen convert into laundry room","1 family dwelling","1 family dwelling",1993-02-10,"37.718174287941764","-122.39023954479956"
"204 Madrid St 94112","Excelsior","additions alterations or repairs","legalize existing family room","1 family dwelling","1 family dwelling",1993-02-11,"37.726223334355126","-122.42961099700962"
"184 Denslowe Dr 94132","West of Twin Peaks","additions alterations or repairs","legalize exist.basement rm & bathrm. replace solidcore door","1 family dwelling","1 family dwelling",1993-02-12,"37.72156596118265","-122.47476571411639"
"601 France Av 94112","Excelsior","additions alterations or repairs","construct family rm/bath/2 bedrms/utility area/legalize toil","1 family dwelling","1 family dwelling",1993-02-16,"37.717864052137344","-122.43327337701054"
"1647 Kirkwood Av 94124","Bayview Hunters Point","otc alterations permit","to comply w/ nov #200451561, to legalize rear deck repair & remodel (e)  bathrm, replace dry rot. replace in kind and insullation r-13 in outside wall & replace redwood siding at rear wall in kind.","1 family dwelling","1 family dwelling",2010-05-14,"37.738475674615415","-122.3910385065444"
"618 42nd Av 94121","Outer Richmond","otc alterations permit","to comply with nov #20066054 dated 01/02/06 - remove existing ktichen  & legalize family room, w/bathroom, storage at ground floor.  add new 36""x42"" double hung window @ family room.","1 family dwelling","1 family dwelling",2011-06-21,"37.77691777973877","-122.50244467826231"
"2570 39th Av 94116","Sunset/Parkside","additions alterations or repairs","remove illegal wall/flooring in garage,kitchen fixt.,cab,uti","1 family dwelling","1 family dwelling",1993-02-18,"37.73894333849804","-122.49656757264093"
"918 Moscow St 94112","Excelsior","additions alterations or repairs","convert illegal unit in basement to storage/laundry room/ope","2 family dwelling","1 family dwelling",1993-02-18,"37.71428102709783","-122.43324720813952"
"2588 Pine St NA",NA,"otc alterations permit","legalize existing window. ref. appl#9216040.","1 family dwelling","1 family dwelling",1993-01-05,NA,NA
"285 Lowell St 94112","Excelsior","additions alterations or repairs","replace an all rotten deck legalize a deck 12x17 per nov 200712491","1 family dwelling","1 family dwelling",2007-08-09,"37.70884492415035","-122.44472089945494"
"2153 17th Av 94116","West of Twin Peaks","additions alterations or repairs","remove wall bet center bedrm and kitchen/remove illegal unit","1 family dwelling","1 family dwelling",1993-02-23,"37.74773121915564","-122.47420505707731"
"370 Urbano Dr 94127","West of Twin Peaks","otc alterations permit","owner to convert (e) interior basement storage area to legalized habitable space includes new lighting and extending heading ducts to this area + 2 new windows","1 family dwelling","1 family dwelling",2006-09-14,"37.72530876114244","-122.4701778611752"
"500 Thornton Av 94124","Bayview Hunters Point","otc alterations permit","remodel gr fl. add family room, full bath, storage, legalize toilet at laundry area","1 family dwelling","1 family dwelling",2010-10-29,"37.731711243392574","-122.39872831162683"
"924 Vienna St 94112","Excelsior","additions alterations or repairs","legalize existing guest room/family room/bath in basement","1 family dwelling","1 family dwelling",1993-02-25,"37.714832523703365","-122.43499902383651"
"1491 19th Av 94122","Sunset/Parkside","otc alterations permit","revision to pa# 2010.06.25.5307 to comply witj his nov# 200988981. resubmit drawings to reflect actual condition of basement, legalize storage rooms,  with closet and extra room, and a 3ft wet bar counter with 12"" sink in (e) family room.","1 family dwelling","1 family dwelling",2011-06-23,"37.760036423357306","-122.47716622607533"
"806 45th Av 94121","Outer Richmond","additions alterations or repairs","comply w/viol notice - see appl #92194835 to legalize use","1 family dwelling","1 family dwelling",1993-03-02,"37.77326069480364","-122.50547417875725"
"435 Melrose Av 94127","West of Twin Peaks","additions alterations or repairs","remove exist.illegal kitc at bsmt/const partit create storag","1 family dwelling","1 family dwelling",1993-03-02,"37.7335640660476","-122.4519643554685"
"1420 47th Av 94122","Sunset/Parkside","additions alterations or repairs","to comply w/ nov 200791340, legalize horizontal addition, enclosing laundry hook up/storage, enclosed portion of the deck.","1 family dwelling","1 family dwelling",2007-08-13,"37.7599100519987","-122.50651939044603"
"827 Goettingen St 94134","Portola","otc alterations permit","legalize one bedroom, add one bedroom, a full bath on ground floor per plans.","1 family dwelling","1 family dwelling",2007-06-25,"37.72176423782438","-122.40413355061509"
"2491 35th Av 94116","Sunset/Parkside","otc alterations permit","legalize bathroom, bedroom and playroom at ground floor, remodel kitchen and install new insulation and sheet rock on second floor.","1 family dwelling","1 family dwelling",2007-08-14,"37.74063207156024","-122.49298453080387"
"1634 Alabama St 94110","Bernal Heights","additions alterations or repairs","legalize second unit per violation of 1/29/93","1 family dwelling","1 family dwelling",1993-03-08,"37.74627100898733","-122.41089103475647"
"2530 23rd Av 94116","Sunset/Parkside","additions alterations or repairs","install (legalize) cabinets in exercise rm/remove sink/cab","1 family dwelling","1 family dwelling",1993-03-08,"37.74036413055477","-122.47947318181396"
"2419 43rd Av 94116","Sunset/Parkside","otc alterations permit","to respond to 200798535 (dated 5/1/07: remove 2 illegal kitchens on exist gr flr. convert illegal living rooms back to playroom and family room use. convert illegal bedroom back to storage, remove laundry facilities on entry area.lower rear yard metal fence to 6' existing 4x8' storage shed to remain","1 family dwelling","1 family dwelling",2007-05-07,"37.74148396750332","-122.5017040551563"
"312 South Hill Bl 94112","Excelsior","otc alterations permit","legalize e bathroom, family room, bedroom and add new bedroom and 1/2 bath. all work on gr floor","1 family dwelling","1 family dwelling",2009-11-12,"37.70849707791889","-122.43075539803984"
"371 Laidley St 94131","Glen Park","additions alterations or repairs","legalize existing lower level bathrm/renovate lower level","1 family dwelling","1 family dwelling",1993-03-11,"37.737019801869586","-122.42895671706624"
"702 Goettingen St 94134","Portola","otc alterations permit","remove proposed stairs and walkway, legalize proposed deck 1 foot above grade","1 family dwelling","1 family dwelling",2007-08-15,"37.72302025911104","-122.40530300865152"
"171 Edinburg St 94112","Excelsior","additions alterations or repairs","legalize rear extension 12' x 18' single story.","1 family dwelling","1 family dwelling",2007-08-15,"37.72623424120243","-122.42788865900593"
"14 Roemer Wy 94112","Excelsior","additions alterations or repairs","legalize first floor/rooms","1 family dwelling","1 family dwelling",1993-03-15,"37.709106185662385","-122.44634593828457"
"1415 Thomas Av 94124","Bayview Hunters Point","additions alterations or repairs","convert illegal habitable room to exercise room","1 family dwelling","1 family dwelling",1993-03-16,"37.72828131006128","-122.38806374061927"
"211 Arleta Av 94134","Visitacion Valley","otc alterations permit","remove illegal kitchen on 2/f. convert to closet can all utilities @ source return to original use. this is a revision to appl#200609122012","1 family dwelling","1 family dwelling",2006-09-14,"37.71377141153501","-122.4071444686758"
"2251 24th Av 94116","Sunset/Parkside","additions alterations or repairs","remodel ground floor, legalize","1 family dwelling","1 family dwelling",1987-08-03,"37.74556456798967","-122.4815707911776"
"2424 Vicente St 94116","Sunset/Parkside","otc alterations permit","comply with nov 200722501 to legalize kitchen remodel, bath, toilet,","1 family dwelling","1 family dwelling",2007-09-28,"37.73879418333646","-122.49308367551423"
"792 Junipero Serra Bl 94132","West of Twin Peaks","otc alterations permit","legalize bedroom bath and laundry area at rear portion of ex. garage level, remodel ex. kitchen at 1st floor,remodel ex. bathroom at 2nd floor.","1 family dwelling","1 family dwelling",2007-09-28,"37.72386978177739","-122.47278446571423"
"86 Staples Av 94131","West of Twin Peaks","otc alterations permit","legalize lower level storage rooms & bathroom. remove & replace(e)galv. water supply lines;remove(e)bath tub & replace with new fiberglass shower stall;remove & replace (e)toilet & vanity;add a new 60 amp sub-panel;upgrade outlet devices in storage areas to arc fault protected;exhaust/light in bath.","1 family dwelling","1 family dwelling",2011-07-11,"37.729324492105626","-122.44397069025649"
"877 Alvarado St 94114","Noe Valley","additions alterations or repairs","correct nov# 200995222-legalize rear deck & stairs. relocate door and window.","1 family dwelling","1 family dwelling",2009-11-12,"37.7530927262252","-122.44029526638887"
"147 Bennington St 94110","Bernal Heights","otc alterations permit","remodel existing kitchen and bath @ 2nd floor, legalize storage rooms and toilet room at ground floor/ 1hr. construction@ garage","1 family dwelling","1 family dwelling",2007-10-02,"37.7385033736645","-122.41767737138687"
"355 Ralston St 94132","Oceanview/Merced/Ingleside","otc alterations permit","to respond complaint no. 200674417: legalize existing 1 story rear deck. remove existing 5'x4' roof above front entrance stairs.","1 family dwelling","1 family dwelling",2006-09-15,"37.71888647958076","-122.46922337786134"
"106 Santa Ysabel Av 94112","Outer Mission","additions alterations or repairs","remove/build deck & stairs at rear/legalize fam rm ground fl","1 family dwelling","1 family dwelling",1993-03-30,"37.72805612389719","-122.43978551107499"
"1365 Portola Dr 94127","West of Twin Peaks","otc alterations permit","interior remodeling:relocate kitchen interior stair. replace extg closet doors. remodel garage bath and 1st floor bath.legalize 1/2 bath in garage,1/2 bath on 1st floor floor and legalize full bath on 2nd  floor.","1 family dwelling","1 family dwelling",2011-07-12,"37.73939036146855","-122.46528617009103"
"2401 43rd Av 94116","Sunset/Parkside","additions alterations or repairs","remove plumb pipes(e)illegal kitc downstairs to correct viol","1 family dwelling","1 family dwelling",1993-03-31,"37.741764439827755","-122.5016143449194"
"2282 40th Av 94116","Sunset/Parkside","additions alterations or repairs","to legalize room and bathroom addition in basement","1 family dwelling","1 family dwelling",1993-04-05,"37.74428654159284","-122.49810317292095"
"226 Geneva Av 94112","Oceanview/Merced/Ingleside","additions alterations or repairs","proposed alt to ground fl/legalize existing rooms","1 family dwelling","1 family dwelling",1993-04-01,"37.72138345397325","-122.44896386346484"
"101 Justin Dr 94110","Bernal Heights","otc alterations permit","comply with nov# 200674829-legalize work without permit & complete. install insulation in living room wall and ceiling, cover with type 5/8 inch sheet rock. repair fire place.","1 family dwelling","1 family dwelling",2006-09-15,"37.733840504312624","-122.42213371369795"
"862 32nd Av 94121","Outer Richmond","additions alterations or repairs","new rear addition to add study room on the ground floor. legalize family room and guest room on the ground floor. remodel kitchen on the 2nd floor. remodel bath on the 3rd floor.","1 family dwelling","1 family dwelling",2007-10-03,"37.77294052544322","-122.49141065601962"
"721 Duboce Av 94114","Castro/Upper Market","otc alterations permit","replace door and window at rear yard. cap stove & remove. cap pipe remove kitchen sink. legalize living room, sitting room and full bath on ground floor behind garage.","1 family dwelling","1 family dwelling",2007-10-03,"37.76877938670363","-122.43621644547855"
