"full_address","neighborhoods_analysis_boundaries","permit_type_definition","description","existing_use","proposed_use","permit_creation_date","location.latitude","location.longitude"
"3145 Noriega St 94122","Sunset/Parkside","otc alterations permit","legalize family room, add half bath and a bedroom on ground floor per plan.","2 family dwelling","2 family dwelling",2006-11-27,"37.753086865745935","-122.49761145540053"
"2815 Pine St 94115","Pacific Heights","additions alterations or repairs","to comply with his nov 199602226. legalize second unit at 1st floor. raise ceiling for head room, add one window for light and air remodel kitchenette.","1 family dwelling","2 family dwelling",2006-11-28,"37.78651306984711","-122.44270233317859"
"1333 Clement St 94118","Outer Richmond","otc alterations permit","legalize roof deck consturction rear building, roof level.","2 family dwelling","2 family dwelling",2006-11-29,"37.782279058166694","-122.47357217814016"
"1255 De Haro St 94107","Potrero Hill","otc alterations permit","revision to app#201010042177. legalize location of door to  comply with report cc- 5825","2 family dwelling","2 family dwelling",2010-10-14,"37.75385106724524","-122.40023950684007"
"1000 Newhall St 94124","Bayview Hunters Point","additions alterations or repairs","comply with nov# 200929811 to legalize construction for 2nd unit at ground floor. full bathroom, kitchen, 2 bedrooms & 1 living / dining area, site permit only.","1 family dwelling","2 family dwelling",2010-04-21,"37.73812400840208","-122.3902327839412"
"31 Mallorca Wy 94123","Marina","otc alterations permit","scope of work-legalize (e) family room & bathroom on 1st floor belongs/part of 31 mallorca way, remodel kitchen, bathroom, powder room on both units 31 & 33, full seismic upgrade of structure","2 family dwelling","2 family dwelling",2010-04-23,"37.80121858938417","-122.43765919504695"
"33 Mallorca Wy 94123","Marina","otc alterations permit","scope of work-legalize (e) family room & bathroom on 1st floor belongs/part of 31 mallorca way, remodel kitchen, bathroom, powder room on both units 31 & 33, full seismic upgrade of structure","2 family dwelling","2 family dwelling",2010-04-23,"37.80121858938417","-122.43765919504695"
"4835 Geary Bl 94118","Inner Richmond","additions alterations or repairs","work to comply with nov# 200559732-including legalize 2nd floor conversion from residential to medical service office (sec 790.114) with accessory therapy and treatment area less than 300 in size for acupressure/chiropractic. mep under seperate permit.","2 family dwelling","1 family dwelling",2006-12-01,"37.78039268514186","-122.47130447359778"
"44 Short St 94114","Castro/Upper Market","additions alterations or repairs","legalize decks built prior to 1980","2 family dwelling","2 family dwelling",1985-08-27,"37.757905284687745","-122.44286958929659"
"35 Lexington St 94110","Mission","otc alterations permit","remove illegal unit at ground floor. convert rooms to storage, add laundry room with utility sink.","2 family dwelling","2 family dwelling",2010-04-28,"37.76218553515064","-122.42065015406835"
"37 Lexington St 94110","Mission","otc alterations permit","remove illegal unit at ground floor. convert rooms to storage, add laundry room with utility sink.","2 family dwelling","2 family dwelling",2010-04-28,"37.76218553515064","-122.42065015406835"
"419 Holloway Av 94112","Oceanview/Merced/Ingleside","otc alterations permit","legalize construction of workshop room  & bathroom at garage level","2 family dwelling","2 family dwelling",2006-12-11,"37.721622020332134","-122.45758832180852"
"2263 15th St 94114","Castro/Upper Market","otc alterations permit","in conforming to condo conversion inspection report of dec 12, 2007 (3r-5209, copy attached on sheet a1.1) this pa is to legalized 1st floor bathroom & stairway connections. all work described on the inspection reports to eliminate code violations.","2 family dwelling","2 family dwelling",2010-04-30,"37.76553472146475","-122.43457254494638"
"2265 15th St 94114","Castro/Upper Market","otc alterations permit","in conforming to condo conversion inspection report of dec 12, 2007 (3r-5209, copy attached on sheet a1.1) this pa is to legalized 1st floor bathroom & stairway connections. all work described on the inspection reports to eliminate code violations.","2 family dwelling","2 family dwelling",2010-04-30,"37.76553472146475","-122.43457254494638"
"2530 Folsom St 94110","Mission","additions alterations or repairs","legalize lower unit adjacent to garage at ground level.","2 family dwelling","apartments",2006-12-14,"37.75680278516476","-122.41484013466501"
"1346 Vermont St 94110","Mission","otc alterations permit","non comfirming-demolish illegal secondary unit and revert back to garage and storage room. comply with order of abatement #162523, 164124. notice violation dated 12-29-92.","2 family dwelling","1 family dwelling",2006-12-15,"37.75255643417047","-122.40365278135377"
"3923 California St 94118","Inner Richmond","otc alterations permit","kitchen & bathroom were updated prior to  ownership w/o permits. permits are to legalized both kitchen and bathroom (no changes to partitions or windows).","2 family dwelling","2 family dwelling",2007-01-04,"37.78537172683489","-122.46005593994607"
"554 25th Av 94121","Outer Richmond","otc alterations permit","work at unit 554: legalize existing bathroom and new sink in social room at 1st floor","2 family dwelling","2 family dwelling",2009-03-26,"37.77901131859765","-122.48432755279079"
"806 42nd Av 94121","Outer Richmond","additions alterations or repairs","add 3/f new 2nd unit addition, legalized existing ground floor room & extention.","1 family dwelling","2 family dwelling",2006-12-20,"37.773408971427024","-122.50223255810232"
"3545 20th St 94110","Mission","additions alterations or repairs","legalize illegal uni9t & comply nov 200683271 at 3rd floor. convert s.f.r. with commercial space to 2-units res. with commercial spaces & rear extension.","1 family dwelling","2 family dwelling",2007-03-07,"37.75836817119197","-122.42005272663171"
"3547 20th St 94110","Mission","additions alterations or repairs","legalize illegal uni9t & comply nov 200683271 at 3rd floor. convert s.f.r. with commercial space to 2-units res. with commercial spaces & rear extension.","1 family dwelling","2 family dwelling",2007-03-07,"37.75836817119197","-122.42005272663171"
"1535 10th Av 94122","Inner Sunset","otc alterations permit","comply with nov# 200995940. replace rotten woods & paint (approx 15% of stairs). only partial completeion of nov# 200995940. plans & permit required for illegal unit under separate permit.","2 family dwelling","2 family dwelling",2009-04-16,"37.759557662217254","-122.4674026983832"
"135 Buchanan St 94102","Hayes Valley","otc alterations permit","legalize use of garagae level storage and bathroom space. provide necessary separations as required by sfbc 406.1.4.(all work to comply & satisfy 3r-5322 report). mitigation of damaged mortar joints at fire places in units 135 & 137. comply w/kitchen range duct requirement at unit 137.","2 family dwelling","2 family dwelling",2009-04-17,"37.771120069498366","-122.42719974622585"
"1969 Jefferson St 94123","Marina","additions alterations or repairs","response to report of physical inspection - app. 3r-4801 of feb. 23, 2007 existing structure, bathroom & electrical included - water heater furnace, plumbing, electrical outlets and lighting. legalize rooms at garage level.","2 family dwelling","2 family dwelling",2007-03-14,"37.80426037160688","-122.4448705563409"
"574 Church St 94114","Castro/Upper Market","otc alterations permit","legalize deck built without permit at second floor. legalize slide door at deck. comply notice of violation #201039479.","2 family dwelling","2 family dwelling",2010-04-15,"37.7616584994692","-122.42863353810658"
"3220 Folsom St 94110","Bernal Heights","otc alterations permit","replace deck boards on existing deck legalize existing roof deck outer storage shed to cmply w/lnote of vilolation #200683343","2 family dwelling","2 family dwelling",2007-03-15,"37.74664114892835","-122.41380191202008"
"3839 Judah St 94122","Sunset/Parkside","otc alterations permit","legalize ground floor for parking space only. per nov# 200684981.","2 family dwelling","2 family dwelling",2006-12-21,"37.76028838067221","-122.50340545313296"
"15 Sumner St 94103","South of Market","additions alterations or repairs","dismantle illegal apartment","apartments","2 family dwelling",1992-02-10,"37.7763248740659","-122.4103540045674"
"3841 Judah St 94122","Sunset/Parkside","otc alterations permit","legalize ground floor for parking space only. per nov# 200684981.","2 family dwelling","2 family dwelling",2006-12-21,"37.76028838067221","-122.50340545313296"
"3839 Judah St 94122","Sunset/Parkside","otc alterations permit","corrective action to comply with sfdbi nov# 200680627. remove illegal residential unit @ rear of (e) legal 2 dwelling unit building to include removal of the illegal structure and removal of the structure's plumbing and electrical. returning property to original use as a rear yard for the legal two","2 family dwelling","2 family dwelling",2006-12-21,"37.76028838067221","-122.50340545313296"
"3841 Judah St 94122","Sunset/Parkside","otc alterations permit","corrective action to comply with sfdbi nov# 200680627. remove illegal residential unit @ rear of (e) legal 2 dwelling unit building to include removal of the illegal structure and removal of the structure's plumbing and electrical. returning property to original use as a rear yard for the legal two","2 family dwelling","2 family dwelling",2006-12-21,"37.76028838067221","-122.50340545313296"
"64 San Juan Av 94112","Outer Mission","additions alterations or repairs","legalize storage area at g/f remove (e) tub","apartments","2 family dwelling",1992-10-20,"37.72467772817052","-122.43622882957786"
"319 Clipper St 94114","Noe Valley","otc alterations permit","rebuild interior entrance stairs to 2nd floor, install 4'x8' skylight above (e) bathroom on 2nd floor (319a unit); remove illegal rear deck on 1st floor; convert roof deck back to (e) roof per 2nd flfoor plan. remodel (e) two bathroom & kitchen on 1st floor (319 unit); remodel (e) bathrm on 2nd flr.","2 family dwelling","2 family dwelling",2007-03-26,"37.748752381061024","-122.43217058385157"
"319 Clipper St 94114","Noe Valley","otc alterations permit","rebuild interior entrance stairs to 2nd floor, install 4'x8' skylight above (e) bathroom on 2nd floor (319a unit); remove illegal rear deck on 1st floor; convert roof deck back to (e) roof per 2nd flfoor plan. remodel (e) two bathroom & kitchen on 1st floor (319 unit); remodel (e) bathrm on 2nd flr.","2 family dwelling","2 family dwelling",2007-03-26,"37.748752381061024","-122.43217058385157"
"569 04th Av 94118","Inner Richmond","additions alterations or repairs","remodel (e) basement legalize (e) bathrm remove shower stall","2 family dwelling","2 family dwelling",1992-10-21,"37.777940686358214","-122.46224131373128"
"1337 Cortland Av 94110","Bernal Heights","additions alterations or repairs","remove illegal unit. restore to sfd.","2 family dwelling","1 family dwelling",1992-10-29,"37.73998687800992","-122.41070400742304"
"233 Lexington St 94110","Mission","additions alterations or repairs","comply w bbi cklist. legalize exist 3d unit appr'd by dcp","2 family dwelling","apartments",1992-11-03,"37.75960000069729","-122.4203996842844"
"235 Lexington St 94110","Mission","additions alterations or repairs","comply w bbi cklist. legalize exist 3d unit appr'd by dcp","2 family dwelling","apartments",1992-11-03,"37.75960000069729","-122.4203996842844"
"1025 Shrader St NA",NA,"additions alterations or repairs","renovate kitchen & bath, some intr remodeling legalize g/f","2 family dwelling","2 family dwelling",1992-11-05,NA,NA
"1025 Shrader St 94117","Haight Ashbury","additions alterations or repairs","renovate kitchen & bath, some intr remodeling legalize g/f","2 family dwelling","2 family dwelling",1992-11-05,"37.76518128490309","-122.45159487113088"
"848 Steiner St 94117","Hayes Valley","additions alterations or repairs","legalize existing lower lecvel apartment to housing unit. install kitchen with cooking facilities.","1 family dwelling","2 family dwelling",2010-10-06,"37.77724965354609","-122.43285682956473"
"505 Divisadero St 94117","Hayes Valley","otc alterations permit","remove door opening 3ft x i8ft on the north side  and replace with siding, remove installed window illegal at the property line approx 3ft x 3dt on the north side per nov 200795511","2 family dwelling","2 family dwelling",2007-04-09,"37.77428127809975","-122.43798513239635"
"3840 21st St 94114","Castro/Upper Market","additions alterations or repairs","demo/remove illegal unit in basemt. dismantle kitch, bathrm","2 family dwelling","2 family dwelling",1992-11-20,"37.756410586491285","-122.43334377762692"
"822 47th Av 94121","Outer Richmond","additions alterations or repairs","legalize recreation rm & bathrm on garage install storage","2 family dwelling","2 family dwelling",1992-11-25,"37.77288646098251","-122.5075245600284"
"2748 Harrison St 94110","Mission","otc alterations permit","legalize work done by previous owner without permit, remodel kitchen including cabinets, tiling, plumbing & appliance. no moving or adding walls. provide min 50% of kitchen lighting wattage in h.e. lights, workm in unit #2748 harrison st","2 family dwelling","2 family dwelling",2009-11-03,"37.7534146804445","-122.4123288766216"
"2750 Harrison St 94110","Mission","otc alterations permit","legalize work done by previous owner without permit, remodel kitchen including cabinets, tiling, plumbing & appliance. no moving or adding walls. provide min 50% of kitchen lighting wattage in h.e. lights, workm in unit #2748 harrison st","2 family dwelling","2 family dwelling",2009-11-03,"37.7534146804445","-122.4123288766216"
"2623 Folsom St 94110","Mission","additions alterations or repairs","combine 2nd & 3/f into 1 dwel unit/legalize 2nd dwel in basm","apartments","2 family dwelling",1992-12-03,"37.7553158855057","-122.41398814220246"
"730 39th Av 94121","Outer Richmond","additions alterations or repairs","remove illegal unit & revert back to last legal use.","2 family dwelling","1 family dwelling",1992-12-04,"37.77500656682934","-122.49908105479088"
"740 37th Av 94121","Outer Richmond","otc alterations permit","comply with nov# 200686237-remove kitchenette, convert back to sitting room. legalize bath tub in (e) half bath.","2 family dwelling","2 family dwelling",2007-04-18,"37.77489861693671","-122.49693290366542"
"3519 Divisadero St 94123","Marina","otc alterations permit","remodel kitchen and bath by removing non bearing walls and installing new finishes, replace existing furnaces with new, replace exising waterheaters with new, new stairway to legalize ground floor living space, bring into code compliance gr flr living space","2 family dwelling","2 family dwelling",2007-04-20,"37.80209803270118","-122.44357371651635"
"2366 17th Av 94116","West of Twin Peaks","additions alterations or repairs","correct all code violations, to legalize rooms on g/f","2 family dwelling","2 family dwelling",1992-07-16,"37.74376511017045","-122.47333733613148"
"615 Belvedere St 94117","Inner Sunset","otc alterations permit","legalize existing unpermitted windows (6) at front of 617 belvedere st.","2 family dwelling","2 family dwelling",2007-04-25,"37.76144402012618","-122.4480007756133"
"617 Belvedere St 94117","Inner Sunset","otc alterations permit","legalize existing unpermitted windows (6) at front of 617 belvedere st.","2 family dwelling","2 family dwelling",2007-04-25,"37.76144402012618","-122.4480007756133"
"2710 Pine St 94115","Pacific Heights","additions alterations or repairs","remove illegal dwelling unit including kitchen. connect upper unit to illegal unit to combine with interior stair.","apartments","2 family dwelling",2007-04-25,"37.787320678059","-122.44086729824434"
"241 Lily St 94102","Hayes Valley","additions alterations or repairs","to legalize building as a two  family dwelling.unit #1 ground floor to be 241a lily st.unit #2 second floor to be 241 lily st.","1 family dwelling","2 family dwelling",2007-04-25,"37.77413955618564","-122.42480779386291"
"1169 Pacific Av 94133","Nob Hill","otc alterations permit","bathroom permit - to legalize bath remodel. high efficacy lighting or occupancy senor. provide verify exhaust fan.","2 family dwelling","2 family dwelling",2010-10-14,"37.795806076648766","-122.41436133355539"
"521 03rd Av 94118","Inner Richmond","additions alterations or repairs","revise 200609061550. to incl compliance with condo conversion insp report 3r-4624. work incl-demo illegal deck enclosure.replace(e) damaged exterior stair with(n) stair in smaller footprint.legalize (e) bathroom on 1st fl.provide (n) plumbing fixtures.","2 family dwelling","2 family dwelling",2006-12-29,"37.778717512978645","-122.46121668773105"
"523 03rd Av 94118","Inner Richmond","additions alterations or repairs","revise 200609061550. to incl compliance with condo conversion insp report 3r-4624. work incl-demo illegal deck enclosure.replace(e) damaged exterior stair with(n) stair in smaller footprint.legalize (e) bathroom on 1st fl.provide (n) plumbing fixtures.","2 family dwelling","2 family dwelling",2006-12-29,"37.778717512978645","-122.46121668773105"
"178 Stanyan St 94118","Lone Mountain/USF","additions alterations or repairs","legalize existing unit","1 family dwelling","2 family dwelling",1983-03-10,"37.77817973575579","-122.45500845843601"
"1431 Jefferson St 94123","Marina","otc alterations permit","comply with nov 2006678867 to remove illegal roof deck","2 family dwelling","2 family dwelling",2007-05-02,"37.80533172130317","-122.43609730701297"
"101 Steiner St 94117","Haight Ashbury","additions alterations or repairs","comply with ced w/v di 130930 -remove illegal 4th unit, fl 2","2 family dwelling","2 family dwelling",1992-08-07,"37.769994009189304","-122.43198408071227"
"650 Andover St 94110","Bernal Heights","additions alterations or repairs","legalize legal use of the unit","2 family dwelling","2 family dwelling",1992-08-06,"37.735502207553154","-122.41704602839734"
"1216 03rd Av 94122","Inner Sunset","additions alterations or repairs","legalize 1st story occupancy, construct interior stair","2 family dwelling","2 family dwelling",1987-04-27,"37.76578547951366","-122.45966072630124"
"2716 Webster St 94123","Marina","otc alterations permit","remove illegal unit (3 to 2).combine 1st level conditioned spaces with 2nd level(unit 1) with an adjoining internal new stair;removal of chimney.add a new master bath.building had (3)kitchens&(4)baths; new will be a total of (2) kitchens&(4.5)baths. no bldg increases, infill (e) window at lightwell.","2 family dwelling","2 family dwelling",2010-10-20,"37.7961917678213","-122.43333982353028"
"1814 Broadway NA 94123","Pacific Heights","otc alterations permit","enlarge & remodel (e) bathroom & (e) kitchen of 3rd floor. legalize (e) bathroom, (e) bedroom & (e) closets of penthouse floor.","2 family dwelling","2 family dwelling",2010-10-21,"37.795524848267746","-122.42750600446608"
"120 Broad St 94112","Oceanview/Merced/Ingleside","additions alterations or repairs","remove illegal unit-remove kitchen & repl some windows.","2 family dwelling","1 family dwelling",1992-08-17,"37.713470338544724","-122.45685870504599"
"683 Dolores St 94110","Mission","otc alterations permit","install new proofing at storage ceiling in garage. close off door to garage access at storage. legalize (e) full bathroom at ground floor (garage storage)","2 family dwelling","2 family dwelling",2009-05-08,"37.75851058859551","-122.42544679156742"
"685 Dolores St 94110","Mission","otc alterations permit","install new proofing at storage ceiling in garage. close off door to garage access at storage. legalize (e) full bathroom at ground floor (garage storage)","2 family dwelling","2 family dwelling",2009-05-08,"37.75851058859551","-122.42544679156742"
"3139 Jackson St 94115","Presidio Heights","otc alterations permit","correct items #7,#8,39 on 3r-4843. remove (e) illegal rooftoop sunroom. (see also pa3200705100935.roof patching under separate permit.","2 family dwelling","2 family dwelling",2007-06-28,"37.79064348462487","-122.44675623341253"
"520 Sanchez St 94114","Castro/Upper Market","otc alterations permit","remove illegal kitchen & bath @ garage level. convert to storage. comply with his no. 200703622 dated 5/25/2007","2 family dwelling","2 family dwelling",2007-06-28,"37.76073618986776","-122.43085860900278"
"850 Presidio Av 94115","Presidio Heights","additions alterations or repairs","to legalize from 1 unit to 2 units","1 family dwelling","2 family dwelling",2007-07-05,"37.78377311531476","-122.44577539171574"
"191 Cook St 94118","Lone Mountain/USF","additions alterations or repairs","compliance with nov 200556867. to legalize existing deck.","2 family dwelling","2 family dwelling",2007-07-06,"37.780669420750755","-122.45217660346806"
"193 Cook St 94118","Lone Mountain/USF","additions alterations or repairs","compliance with nov 200556867. to legalize existing deck.","2 family dwelling","2 family dwelling",2007-07-06,"37.780669420750755","-122.45217660346806"
"68 Cayuga Av 94112","Outer Mission","otc alterations permit","remove kitchentte and return to storage in basement; legalize bathroom in the basement.","2 family dwelling","2 family dwelling",2009-05-11,"37.731631918371995","-122.42998486351249"
"1324 06th Av 94122","Inner Sunset","otc alterations permit","legalize unwarranted space off garage and convert to 3 storage rooms and half bathroom","2 family dwelling","2 family dwelling",2007-07-12,"37.763708154287315","-122.46274005562853"
"4150 Moraga St 94122","Sunset/Parkside","otc alterations permit","remove illegal bath in garage.per nov 200707650. cap off plumbing.","2 family dwelling","2 family dwelling",2007-07-16,"37.75493936195458","-122.5075147893136"
"658 40th Av 94121","Outer Richmond","additions alterations or repairs","the purpose of this application is to legalize the existing","2 family dwelling","2 family dwelling",1985-07-29,"37.77634120947258","-122.50025351167186"
"337 15th Av 94118","Outer Richmond","additions alterations or repairs","to legalize existing addition","2 family dwelling","2 family dwelling",1985-08-12,"37.78187428106129","-122.47437136014547"
"165 12th Av 94118","Inner Richmond","additions alterations or repairs","legalize 2 guest rooms & storage","2 family dwelling","2 family dwelling",1992-09-16,"37.78505998894549","-122.47134814228983"
"559 Fell St 94102","Hayes Valley","additions alterations or repairs","legalize basement unit by adding apt to basement. add shower and kitchen.","1 family dwelling","2 family dwelling",2007-01-04,"37.77515782054806","-122.42695537836877"
"416 31st Av 94121","Outer Richmond","additions alterations or repairs","legalize (e) 2 rooms on g/f as storage rooms","2 family dwelling","2 family dwelling",1992-09-22,"37.78131482409761","-122.49093696332167"
"333 Guerrero St 94103","Mission","additions alterations or repairs","legalize storage rm & bathrm. remove illegal unit in basemt.","2 family dwelling","2 family dwelling",1992-09-23,"37.76585778065874","-122.42387214205613"
"214 Arguello Bl 94118","Presidio Heights","additions alterations or repairs","redwood deck to partially comply with nov 200558196 to be legalized. add non propery line rated walls. variance case #20058196v, additional compliance to pa #200509274019. comp #200558196/ces, #200558232/bid.","2 family dwelling","2 family dwelling",2007-07-23,"37.786398705699476","-122.45888140757998"
"457 Monterey Bl 94112","West of Twin Peaks","otc alterations permit","remove illegal bedroom and kitchen at 1/f. no work at 2nd & 3rd floors. no structural work in this permit. cap-off all plumbing and utility lines to source.","2 family dwelling","2 family dwelling",2006-08-29,"37.731265201805286","-122.4456174281837"
"459 Monterey Bl 94112","West of Twin Peaks","otc alterations permit","remove illegal bedroom and kitchen at 1/f. no work at 2nd & 3rd floors. no structural work in this permit. cap-off all plumbing and utility lines to source.","2 family dwelling","2 family dwelling",2006-08-29,"37.731265201805286","-122.4456174281837"
"307 Steiner St 94117","Haight Ashbury","additions alterations or repairs","remove illegal unit - pcd complaint #11145","2 family dwelling","1 family dwelling",1985-07-25,"37.77222070358764","-122.43246948491056"
"743 42nd Av 94121","Outer Richmond","additions alterations or repairs","legalize 2 room in garage level","2 family dwelling","2 family dwelling",1987-06-10,"37.77462371262471","-122.50293408395747"
"915 Grove St 94117","Hayes Valley","additions alterations or repairs","complywith report #3r-1938, legalize storage/laundry room","2 family dwelling","2 family dwelling",1992-10-08,"37.77656454305747","-122.43168005193067"
"917 Grove St 94117","Hayes Valley","additions alterations or repairs","complywith report #3r-1938, legalize storage/laundry room","2 family dwelling","2 family dwelling",1992-10-08,"37.77656454305747","-122.43168005193067"
"168 Langton St 94103","South of Market","additions alterations or repairs","legalize 3rd unit on ground floor in reponse to nov 201058746. work includes (n) shower in (e) bathroom,new kitchen hood & stove outlet under separate permit. fire protection under separate permit.","2 family dwelling","apartments",2010-09-27,"37.775388185175565","-122.40748257788772"
"1215 34th Av 94122","Sunset/Parkside","otc alterations permit","remove illegal kitchen. revert back to last legal use in ground floor level per plan. comply with housing notice of violation complaint # 200922261.","2 family dwelling","2 family dwelling",2009-10-30,"37.76435693119871","-122.49356884661236"
"145 Albion St 94110","Mission","otc alterations permit","revisions to app # 200612079431 and #200308202611/s.as built condition that add a 1/2 bath to unit 2 at 1/fl and full bath to mezz level.this app also corrects the exist unit count as 2 units new city documents indicate 2 legal units & 1 illegal unit.2legal units to remain.","2 family dwelling","2 family dwelling",2007-08-01,"37.764137599372894","-122.42247206880715"
"4377 17th St 94114","Castro/Upper Market","otc alterations permit","to comply with nov 200706745 & 200709099.  remove illegal unit in basement.  repair deck and stairs","2 family dwelling","2 family dwelling",2007-08-08,"37.76185890180092","-122.4422294306583"
"691 10th Av 94118","Inner Richmond","additions alterations or repairs","legalize use exist.comm.sp./no arch/struc alt in interior sp","apartments","2 family dwelling",1993-02-18,"37.775390341529715","-122.46833867920138"
"918 Moscow St 94112","Excelsior","additions alterations or repairs","convert illegal unit in basement to storage/laundry room/ope","2 family dwelling","1 family dwelling",1993-02-18,"37.71428102709783","-122.43324720813952"
"2046 Golden Gate Av 94115","Lone Mountain/USF","additions alterations or repairs","legalize storage shed built in rear yard w/o permit","2 family dwelling","2 family dwelling",1993-02-19,"37.7782736720986","-122.4443652107104"
"178 Day St 94131","Noe Valley","additions alterations or repairs","legalize small bath to exist.rm 1st fl/legalize storage rm","2 family dwelling","2 family dwelling",1993-02-19,"37.74317525857267","-122.42606205715857"
"3819 17th St 94114","Castro/Upper Market","additions alterations or repairs","legalize residential use in previous n/conform comm'l space","2 family dwelling","apartments",1993-02-23,"37.76247752375563","-122.4312351868138"
"871 47th Av 94121","Outer Richmond","additions alterations or repairs","remove secondary ktc 3rd fl/illegal kitc & bathrm on 1st fl","2 family dwelling","2 family dwelling",1993-03-03,"37.77204604050853","-122.50812174071034"
"1611 12th Av 94122","Inner Sunset","additions alterations or repairs","legalize work done in kitc w/o inspect/exist.work inc.cab/co","2 family dwelling","2 family dwelling",1993-03-05,"37.7580187727822","-122.46933302561555"
"2011 19th Av 94116","Sunset/Parkside","additions alterations or repairs","legalize (e) 2nd unit that has existed since 1960.  as per assessor's records","2 family dwelling","2 family dwelling",2007-08-10,"37.750214494542945","-122.4765227415888"
"445 02nd Av 94118","Inner Richmond","additions alterations or repairs","remove illegal addition incl.walls/fls/footing typ","2 family dwelling","2 family dwelling",1993-03-09,"37.780290089894166","-122.46026025283282"
"1420 09th Av 94122","Inner Sunset","otc alterations permit","upgrade ceiling, wall, front door, bathroom sink & floor. legalize (e) habitable space on garage level","2 family dwelling","2 family dwelling",2011-06-30,"37.76170382916284","-122.46581849828233"
"1176 Treat Av 94110","Mission","additions alterations or repairs","remove illegal basement unit","apartments","2 family dwelling",1993-03-12,"37.75134589654701","-122.41317350336232"
"544 Precita Av 94110","Bernal Heights","additions alterations or repairs","no work to be done/legalize store space as living space","2 family dwelling","apartments",1993-03-17,"37.74699988771925","-122.40968681879971"
"1344 20th Av 94122","Sunset/Parkside","additions alterations or repairs","legalize exist storage room in basement","2 family dwelling","2 family dwelling",1987-08-04,"37.76264056592214","-122.47780285424732"
"242 Balboa St 94118","Inner Richmond","additions alterations or repairs","to legalize as sewing manufactor co.","2 family dwelling","2 family dwelling",1986-11-05,"37.777584943432295","-122.46158250484962"
"1368 Utah St 94110","Mission","additions alterations or repairs","legalize bsmt spac/remove bsmt 3-bedrm partit/kitc/refinish","2 family dwelling","2 family dwelling",1993-03-29,"37.75216714487072","-122.40555406074314"
"1422 43rd Av 94122","Sunset/Parkside","additions alterations or repairs","proposed removal illegal cooking facility/bath tub at gr fl","2 family dwelling","2 family dwelling",1993-03-29,"37.76009543241053","-122.50235070734826"
"1424 43rd Av 94122","Sunset/Parkside","additions alterations or repairs","proposed removal illegal cooking facility/bath tub at gr fl","2 family dwelling","2 family dwelling",1993-03-29,"37.76009543241053","-122.50235070734826"
"4014 Mission St 94112","Outer Mission","otc alterations permit","repair fire damagedwindow at front and rear. comply with notice of violation 201148889. remove fire damaged debris and fire damaged. no structural work and soft demo. legalize mechanical room, partial complaince only. stairs at rear to be done with additional permit.","2 family dwelling","2 family dwelling",2011-07-12,"37.733360605879625","-122.42705178340005"
"1349 Taraval St 94116","Sunset/Parkside","otc alterations permit","legalize (e) bathroom, kitchen and laundry on 2nd and 3rd floor units to comply with 3r report for condo conversion. ref 200710024335 for items 1 and 2","2 family dwelling","2 family dwelling",2007-10-02,"37.74257985924092","-122.48075357205934"
"2180 Greenwich St 94123","Marina","additions alterations or repairs","application is to legalize conversion of flrs to office use","2 family dwelling","office",1993-04-06,"37.79917174455227","-122.43555366000847"
"449 Parker Av 94118","Lone Mountain/USF","additions alterations or repairs","horizontal addition 10  feet  of basement floor. legalize the addition of a 2nd dwelling unit on first floor.","1 family dwelling","2 family dwelling",2007-10-05,"37.77846390843584","-122.45386400657584"
"41 Mirabel Av 94110","Bernal Heights","additions alterations or repairs","remodel extg 3 story 2 unit residence with illegal unit. combine upper 2 storages into one and legalize lower floor into second unit. addition of 6'3 at rear and new rear deck with stair","2 family dwelling","2 family dwelling",2007-10-10,"37.74661407226343","-122.4167446189822"
"5087 Mission St 94112","Excelsior","additions alterations or repairs","to comply w/ nov 20099323. permit #201009171097. for administration purpose, per varince decision case #2011,1435v, nsr recorded on 9/27/12, 2012j512939. to legalize 2 level residential unit at rear of bldg & to document planning approval.","2 family dwelling","2 family dwelling",2012-11-08,"37.717369188100626","-122.43999733581579"
"5089 Mission St 94112","Excelsior","additions alterations or repairs","to comply w/ nov 20099323. permit #201009171097. for administration purpose, per varince decision case #2011,1435v, nsr recorded on 9/27/12, 2012j512939. to legalize 2 level residential unit at rear of bldg & to document planning approval.","2 family dwelling","2 family dwelling",2012-11-08,"37.717369188100626","-122.43999733581579"
"465 Crestmont Dr 94131","Inner Sunset","otc alterations permit","to comply w/ nov200705130/ , #465- remove wall in living room,door in dining room, door at stairs, wall at entry, remove kitchen and cap gas pipe/ unit #467 remove wall by bath, remove exterior stairs to lower illegal bedroom,remove door @bedroom and infill w/wall. repair existing deck in kind..","2 family dwelling","2 family dwelling",2007-10-12,"37.75869111997334","-122.46006734287222"
"1761 Hayes St 94117","Lone Mountain/USF","additions alterations or repairs","legalize (e) mech.room, (e)exterior deck and stair to comply w/ inspectors report 3r-4971 of items 1 -4. items 5 - 13 under separate permit pa# 2007.08.31.1537","2 family dwelling","2 family dwelling",2007-10-12,"37.77374820178486","-122.44534133230896"
"467 Crestmont Dr 94131","Inner Sunset","otc alterations permit","to comply w/ nov200705130/ , #465- remove wall in living room,door in dining room, door at stairs, wall at entry, remove kitchen and cap gas pipe/ unit #467 remove wall by bath, remove exterior stairs to lower illegal bedroom,remove door @bedroom and infill w/wall. repair existing deck in kind..","2 family dwelling","2 family dwelling",2007-10-12,"37.75869111997334","-122.46006734287222"
